     r start (m)       r end (m)  v start (ms-1)    v end (ms-1)    accel (ms-2)     t start (s)       t end (s)
  -2306302.00000  -2312673.00000      8905.49913      8910.97886         7.66203      1388.74583      1389.46101
  -2312673.00000  -2319044.00000      8900.00294      8905.49913         7.68030      1389.46101      1390.17663
  -2319044.00000  -2325415.00000      8894.49028      8900.00294         7.69855      1390.17663      1390.89269
  -2325415.00000  -2331786.00000      8888.96113      8894.49028         7.71679      1390.89269      1391.60920
  -2331786.00000  -2338157.00000      8883.41548      8888.96113         7.73500      1391.60920      1392.32616
  -2338157.00000  -2344528.00000      8877.85331      8883.41548         7.75319      1392.32616      1393.04356
  -2344528.00000  -2350899.00000      8872.27461      8877.85331         7.77137      1393.04356      1393.76141
  -2350899.00000  -2357270.00000      8866.67934      8872.27461         7.78953      1393.76141      1394.47972
  -2357270.00000  -2363641.00000      8861.06750      8866.67934         7.80766      1394.47972      1395.19848
  -2363641.00000  -2370012.00000      8855.43908      8861.06750         7.82578      1395.19848      1395.91770
  -2370012.00000  -2376383.00000      8849.79404      8855.43908         7.84387      1395.91770      1396.63737
  -2376383.00000  -2382754.00000      8844.13238      8849.79404         7.86195      1396.63737      1397.35750
  -2382754.00000  -2389125.00000      8838.45408      8844.13238         7.88001      1397.35750      1398.07810
  -2389125.00000  -2395496.00000      8832.75912      8838.45408         7.89804      1398.07810      1398.79916
  -2395496.00000  -2401867.00000      8827.04748      8832.75912         7.91606      1398.79916      1399.52069
  -2401867.00000  -2408238.00000      8821.31914      8827.04748         7.93407      1399.52069      1400.24268
  -2408238.00000  -2414609.00000      8815.57407      8821.31914         7.95206      1400.24268      1400.96514
  -2414609.00000  -2420980.00000      8809.81226      8815.57407         7.97003      1400.96514      1401.68808
  -2420980.00000  -2427351.00000      8804.03369      8809.81226         7.98799      1401.68808      1402.41148
  -2427351.00000  -2433722.00000      8798.23833      8804.03369         8.00592      1402.41148      1403.13537
  -2433722.00000  -2440093.00000      8792.42617      8798.23833         8.02384      1403.13537      1403.85973
  -2440093.00000  -2446464.00000      8786.59718      8792.42617         8.04174      1403.85973      1404.58457
  -2446464.00000  -2452835.00000      8780.75135      8786.59718         8.05963      1404.58457      1405.30989
  -2452835.00000  -2459206.00000      8774.88865      8780.75135         8.07749      1405.30989      1406.03570
  -2459206.00000  -2465577.00000      8769.00907      8774.88865         8.09534      1406.03570      1406.76199
  -2465577.00000  -2471948.00000      8763.11258      8769.00907         8.11317      1406.76199      1407.48877
  -2471948.00000  -2478319.00000      8757.19916      8763.11258         8.13098      1407.48877      1408.21604
  -2478319.00000  -2484690.00000      8751.26879      8757.19916         8.14877      1408.21604      1408.94380
  -2484690.00000  -2491061.00000      8745.32145      8751.26879         8.16655      1408.94380      1409.67206
  -2491061.00000  -2497432.00000      8739.35712      8745.32145         8.18431      1409.67206      1410.40081
  -2497432.00000  -2503803.00000      8733.37577      8739.35712         8.20204      1410.40081      1411.13006
  -2503803.00000  -2510174.00000      8727.37741      8733.37577         8.21975      1411.13006      1411.85981
  -2510174.00000  -2516545.00000      8721.36200      8727.37741         8.23743      1411.85981      1412.59007
  -2516545.00000  -2522916.00000      8715.32953      8721.36200         8.25508      1412.59007      1413.32082
  -2522916.00000  -2529287.00000      8709.27998      8715.32953         8.27272      1413.32082      1414.05209
  -2529287.00000  -2535658.00000      8703.21334      8709.27998         8.29033      1414.05209      1414.78386
  -2535658.00000  -2542029.00000      8697.12957      8703.21334         8.30793      1414.78386      1415.51615
  -2542029.00000  -2548400.00000      8691.02867      8697.12957         8.32550      1415.51615      1416.24894
  -2548400.00000  -2554771.00000      8684.91061      8691.02867         8.34304      1416.24894      1416.98226
  -2554771.00000  -2561142.00000      8678.77537      8684.91061         8.36057      1416.98226      1417.71609
  -2561142.00000  -2567513.00000      8672.62293      8678.77537         8.37807      1417.71609      1418.45044
  -2567513.00000  -2573884.00000      8666.45328      8672.62293         8.39555      1418.45044      1419.18531
  -2573884.00000  -2580255.00000      8660.26639      8666.45328         8.41301      1419.18531      1419.92070
  -2580255.00000  -2586626.00000      8654.06223      8660.26639         8.43044      1419.92070      1420.65663
  -2586626.00000  -2592997.00000      8647.84081      8654.06223         8.44785      1420.65663      1421.39308
  -2592997.00000  -2599368.00000      8641.60208      8647.84081         8.46524      1421.39308      1422.13006
  -2599368.00000  -2605739.00000      8635.34603      8641.60208         8.48261      1422.13006      1422.86757
  -2605739.00000  -2612110.00000      8629.07263      8635.34603         8.49997      1422.86757      1423.60562
  -2612110.00000  -2618481.00000      8622.78185      8629.07263         8.51731      1423.60562      1424.34421
  -2618481.00000  -2624852.00000      8616.47368      8622.78185         8.53462      1424.34421      1425.08334
  -2624852.00000  -2631223.00000      8610.14809      8616.47368         8.55192      1425.08334      1425.82301
  -2631223.00000  -2637594.00000      8603.80506      8610.14809         8.56919      1425.82301      1426.56322
  -2637594.00000  -2643965.00000      8597.44456      8603.80506         8.58644      1426.56322      1427.30398
  -2643965.00000  -2650336.00000      8591.06658      8597.44456         8.60368      1427.30398      1428.04529
  -2650336.00000  -2656707.00000      8584.67108      8591.06658         8.62089      1428.04529      1428.78715
  -2656707.00000  -2663078.00000      8578.25805      8584.67108         8.63808      1428.78715      1429.52956
  -2663078.00000  -2669449.00000      8571.82746      8578.25805         8.65525      1429.52956      1430.27253
  -2669449.00000  -2675820.00000      8565.37928      8571.82746         8.67240      1430.27253      1431.01606
  -2675820.00000  -2682191.00000      8558.91349      8565.37928         8.68953      1431.01606      1431.76015
  -2682191.00000  -2688562.00000      8552.43007      8558.91349         8.70664      1431.76015      1432.50480
  -2688562.00000  -2694933.00000      8545.92899      8552.43007         8.72373      1432.50480      1433.25002
  -2694933.00000  -2701304.00000      8539.41022      8545.92899         8.74080      1433.25002      1433.99581
  -2701304.00000  -2707675.00000      8532.87376      8539.41022         8.75784      1433.99581      1434.74216
  -2707675.00000  -2714046.00000      8526.31958      8532.87376         8.77484      1434.74216      1435.48909
  -2714046.00000  -2720417.00000      8519.74767      8526.31958         8.79182      1435.48909      1436.23659
  -2720417.00000  -2726788.00000      8513.15798      8519.74767         8.80877      1436.23659      1436.98467
  -2726788.00000  -2733159.00000      8506.55052      8513.15798         8.82571      1436.98467      1437.73334
  -2733159.00000  -2739530.00000      8499.92524      8506.55052         8.84261      1437.73334      1438.48258
  -2739530.00000  -2745901.00000      8493.28214      8499.92524         8.85949      1438.48258      1439.23241
  -2745901.00000  -2752272.00000      8486.62118      8493.28214         8.87635      1439.23241      1439.98283
  -2752272.00000  -2758643.00000      8479.94234      8486.62118         8.89318      1439.98283      1440.73383
  -2758643.00000  -2765014.00000      8473.24560      8479.94234         8.90999      1440.73383      1441.48543
  -2765014.00000  -2771385.00000      8466.53093      8473.24560         8.92677      1441.48543      1442.23762
  -2771385.00000  -2777756.00000      8459.79832      8466.53093         8.94353      1442.23762      1442.99042
  -2777756.00000  -2784127.00000      8453.04773      8459.79832         8.96026      1442.99042      1443.74381
  -2784127.00000  -2790498.00000      8446.27915      8453.04773         8.97697      1443.74381      1444.49780
  -2790498.00000  -2796869.00000      8439.49255      8446.27915         8.99365      1444.49780      1445.25240
  -2796869.00000  -2803240.00000      8432.68790      8439.49255         9.01030      1445.25240      1446.00761
  -2803240.00000  -2809611.00000      8425.86517      8432.68790         9.02694      1446.00761      1446.76343
  -2809611.00000  -2815982.00000      8419.02434      8425.86517         9.04356      1446.76343      1447.51986
  -2815982.00000  -2822353.00000      8412.16538      8419.02434         9.06016      1447.51986      1448.27691
  -2822353.00000  -2828724.00000      8405.28825      8412.16538         9.07673      1448.27691      1449.03457
  -2828724.00000  -2835095.00000      8398.39294      8405.28825         9.09328      1449.03457      1449.79286
  -2835095.00000  -2841466.00000      8391.47942      8398.39294         9.10981      1449.79286      1450.55177
  -2841466.00000  -2847837.00000      8384.54765      8391.47942         9.12631      1450.55177      1451.31130
  -2847837.00000  -2854208.00000      8377.59762      8384.54765         9.14279      1451.31130      1452.07147
  -2854208.00000  -2860579.00000      8370.62929      8377.59762         9.15925      1452.07147      1452.83226
  -2860579.00000  -2866950.00000      8363.64264      8370.62929         9.17568      1452.83226      1453.59370
  -2866950.00000  -2873321.00000      8356.63763      8363.64264         9.19210      1453.59370      1454.35576
  -2873321.00000  -2879692.00000      8349.61424      8356.63763         9.20848      1454.35576      1455.11847
  -2879692.00000  -2886063.00000      8342.57244      8349.61424         9.22485      1455.11847      1455.88182
  -2886063.00000  -2892434.00000      8335.51220      8342.57244         9.24119      1455.88182      1456.64582
